date,type,deaths,injuries,location,city,country
2017-02-09,Rocket attacks,9.0,,"Mosul, Iraq",Mosul,Iraq
2017-02-09,Bombings,4.0,,"Beledweyne, Somalia",Beledweyne,Somalia
2017-02-10,Car bombing,10.0,33.0,"Baghdad, Iraq",Baghdad,Iraq
2017-02-10,Suicide bombings,5.0,14.0,"Mosul, Iraq",Mosul,Iraq
2017-02-11,Executions,5.0,0.0,"Sinai, Egypt",Sinai,Egypt
2017-02-11,Ambush,7.0,19.0,"Borno, Nigeria",Borno,Nigeria
2017-02-11,Arson,1.0,,"Borno, Nigeria",Borno,Nigeria
2017-02-11,Suicide bombing,7.0,20.0,"Lashkar Gah, Afghanistan",Lashkar Gah,Afghanistan
2017-02-11,Suicide bombing,12.0,20.0,"Helmand, Afghanistan",Helmand,Afghanistan
2017-02-11,"Assassination, kidnapping",1.0,0.0,"Al-Arish, Egypt",Al-Arish,Egypt
2017-02-12,Executions,15.0,0.0,"Kirkuk, Iraq",Kirkuk,Iraq
2017-02-12,Shooting,1.0,,"Karachi, Pakistan",Karachi,Pakistan
2017-02-13,Bombing,6.0,,"Wana, Pakistan",Wana,Pakistan
2017-02-13,Suicide bombing,18.0,90.0,"Lahore, Pakistan",Lahore,Pakistan
2017-02-13,Bombing,2.0,9.0,"Quetta, Pakistan",Quetta,Pakistan
2017-02-13,Shooting,2.0,3.0,"Donbass, Ukraine",Donbass,Ukraine
2017-02-13,Shelling,4.0,24.0,"Mosul, Iraq",Mosul,Iraq
2017-02-13,Attack,1.0,1.0,"Chibok, Nigeria",Chibok,Nigeria
2017-02-14,"Stabbing, melee",5.0,10.0,"Pishan Town, China",Pishan Town,China
2017-02-14,Car bombing,3.0,,"Rada'a, Yemen",Rada'A,Yemen
2017-02-15,Shooting,0.0,8.0,"Zamboanga, Philippines",Zamboanga,Philippines
2017-02-15,"Suicide bombings, shooting",5.0,0.0,"Ghalanai, Pakistan",Ghalanai,Pakistan
2017-02-15,Suicide bombing,2.0,12.0,"Peshawar, Pakistan",Peshawar,Pakistan
2017-02-15,"Car bombing, bombings",18.0,30.0,"Baghdad, Iraq",Baghdad,Iraq
2017-02-15,Airstrike,3.0,4.0,"Mosul, Iraq",Mosul,Iraq
2017-02-15,Shooting,1.0,,"Dera Ismail Khan, Pakistan",Dera Ismail Khan,Pakistan
2017-02-15,Executions,13.0,0.0,"Mosul, Iraq",Mosul,Iraq
2017-02-15,Executions,8.0,0.0,"Hawija, Iraq",Hawija,Iraq
2017-02-16,Car bombing,59.0,66.0,"Baghdad, Iraq",Baghdad,Iraq
2017-02-16,Suicide bombing,91.0,300.0,"Sehwan, Pakistan",Sehwan,Pakistan
2017-02-16,Assassination,1.0,0.0,"Rafah, Egypt",Rafah,Egypt
2017-02-16,Ambush,17.0,,"Nangarhar, Afghanistan",Nangarhar,Afghanistan
2017-02-17,"Landmine, Shooting",2.0,15.0,"Davao City, Philippines",Davao City,Philippines
2017-02-17,Shooting,0.0,2.0,"Khyber Agency, Pakistan",Khyber Agency,Pakistan
2017-02-17,"Suicide bombings, shooting",2.0,,"Maiduguri, Nigeria",Maiduguri,Nigeria
2017-02-17,Mortar attack,2.0,2.0,"Mogadishu, Somalia",Mogadishu,Somalia
2017-02-17,Bombing,5.0,2.0,"Sinai, Egypt",Sinai,Egypt
2017-02-17,Attack,8.0,,"Tikrit, Iraq",Tikrit,Iraq
2017-02-17,Car bombing,2.0,17.0,"Viransehir, Turkey",Viransehir,Turkey
2017-02-18,Bombing,2.0,0.0,"Pailitas, Colombia",Pailitas,Colombia
2017-02-18,Shootings,2.0,1.0,"Mogadishu, Somalia",Mogadishu,Somalia
2017-02-19,Suicide bombing,2.0,,"Mosul, Iraq",Mosul,Iraq
2017-02-19,"Shooting, kidnapping",1.0,7.0,"Tawi-Tawi, Philippines",Tawi-Tawi,Philippines
2017-02-19,Suicide car bombing,39.0,50.0,"Mogadishu, Somalia",Mogadishu,Somalia
2017-02-19,Bombing,1.0,40.0,"Bogotá, Colombia",Bogotá,Colombia
2017-02-20,"Shooting, bombing",1.0,9.0,"Lebedynske, Ukraine",Lebedynske,Ukraine
2017-02-20,"Attack, Shooting",20.0,,"Kaduna, Nigeria",Kaduna,Nigeria
2017-02-20,Land mine,2.0,5.0,"Kismayo, Somalia",Kismayo,Somalia
2017-02-20,Airstrike,11.0,3.0,"Mosul, Iraq",Mosul,Iraq
2017-02-20,Bombing,1.0,4.0,"Baghdad, Iraq",Baghdad,Iraq
2017-02-20,Bombing,0.0,0.0,"Iquitos, Peru",Iquitos,Peru
2017-02-21,Petrol bombing,0.0,0.0,"Bangor, Northern Ireland, United Kingdom",Bangor,United Kingdom
2017-02-21,Bombing,7.0,30.0,"Baghdad, Iraq",Baghdad,Iraq
2017-02-21,Execution,1.0,0.0,Iraq,Unknown,Iraq
2017-02-21,Suicide bombings,7.0,21.0,"Charsadda, Pakistan",Charsadda,Pakistan
2017-02-22,"Shooting, execution",2.0,0.0,"Arish, Egypt",Arish,Egypt
2017-02-22,Shooting,0.0,4.0,"Ouaka, Central African Republic",Ouaka,Central African Republic
2017-02-22,Attempted Bombing,0.0,0.0,"Derry, United Kingdom",Derry,United Kingdom
2017-02-22,Attempted Assassination,0.0,1.0,"Benghazi, Libya",Benghazi,Libya
2017-02-22,Ambush,15.0,19.0,"Tiloa, Niger",Tiloa,Niger
2017-02-23,Shooting,1.0,2.0,"Kansas City, United States",Kansas City,United States
2017-02-23,Shooting,4.0,5.0,"Shopian, India",Shopian,India
2017-02-24,Car bombing,61.0,100.0,"Sosyan, Syria",Sosyan,Syria
2017-02-24,Suicide car bombing,8.0,10.0,"Zinjibar, Yemen",Zinjibar,Yemen
2017-02-24,Assassination,1.0,0.0,"Arish, Egypt",Arish,Egypt
2017-02-24,"Suicide car bomb, ambush",15.0,0.0,"Ar-Rutbah, Iraq",Ar-Rutbah,Iraq
2017-02-24,Suicide car bombing,2.0,3.0,"Girishk, Afghanistan",Girishk,Afghanistan
2017-02-25,Suicide bombings,32.0,,"Homs, Syria",Homs,Syria
2017-02-25,Shooting,0.0,0.0,"Santander, Colombia",Santander,Colombia
2017-02-25,Bombing,1.0,2.0,"Kirkuk, Iraq",Kirkuk,Iraq
2017-02-25,Ambush,11.0,0.0,"Darzab, Afghanistan",Darzab,Afghanistan
2017-02-26,Bombing,0.0,4.0,"Jaww, Bahrain",Jaww,Bahrain
2017-02-26,Bombing,6.0,8.0,"Mosul, Iraq",Mosul,Iraq
2017-02-26,Suicide bombing,0.0,2.0,"Constantine, Algeria",Constantine,Algeria
2017-02-27,Bombing,0.0,0.0,"Bandung, Indonesia",Bandung,Indonesia
2017-02-27,Execution,1.0,0.0,Philippines,Unknown,Philippines
2017-02-27,Shooting,0.0,1.0,"Soum, Burkina Faso",Soum,Burkina Faso
2017-03-01,Suicide bombings,22.0,100.0,"Kabul, Afghanistan",Kabul,Afghanistan
2017-03-01,Chemical attack,0.0,7.0,"Mosul, Iraq",Mosul,Iraq
2017-03-01,Shooting,4.0,2.0,"Rueso District, Thailand",Rueso,Thailand
2017-03-02,Bombing,0.0,8.0,"Manipur, India",Manipur,India
2017-03-02,Attack,4.0,,"Benue, Nigeria",Benue,Nigeria
2017-03-03,Shooting,2.0,1.0,"Soum, Burkina Faso",Soum,Burkina Faso
2017-03-04,Bombing,4.0,,"Lanta Buro, Somalia",Lanta Buro,Somalia
2017-03-04,Bombing,0.0,2.0,"Baghdad, Iraq",Baghdad,Iraq
2017-03-05,Shooting,11.0,4.0,"Boulikessi, Mali",Boulikessi,Mali
2017-03-05,Shooting,6.0,1.0,"Kunduz, Afghanistan",Kunduz,Afghanistan
2017-03-05,Grenade attack,0.0,1.0,"Boyaca, Colombia",Boyaca,Colombia
2017-03-05,"Shooting, Clash",,,"Chocó, Colombia",Chocó,Colombia
2017-03-05,Bombing,0.0,4.0,"Sopore, India",Sopore,India
2017-03-05,Shooting,6.0,1.0,"Zinjibar, Yemen",Zinjibar,Yemen
2017-03-05,Shooting,5.0,,"Mohmand Agency, Pakistan",Mohmand Agency,Pakistan
2017-03-06,Roadside Bombing,4.0,3.0,"Palmyra, Syria",Palmyra,Syria
2017-03-06,Shooting,5.0,0.0,"Wanzarbe, Niger",Wanzarbe,Niger
2017-03-06,Chemical attack,4.0,25.0,"Mosul, Iraq",Mosul,Iraq
2017-03-06,Executions,8.0,0.0,"Kirkuk, Iraq",Kirkuk,Iraq
2017-03-06,"Suicide car bombing, suicide bombing",15.0,,"Aleppo, Syria",Aleppo,Syria
2017-03-07,Bombing,0.0,10.0,"Madhya Pradesh, India",Madhya Pradesh,India
2017-03-08,"Suicide bombing, shootings",100.0,63.0,"Kabul, Afghanistan",Kabul,Afghanistan
2017-03-08,Shooting,1.0,0.0,"Pulwama, India",Pulwama,India
2017-03-08,Shooting,4.0,1.0,"Davao del Sur, Philippines",Davao Del Sur,Philippines
2017-03-08,Shooting,1.0,0.0,"Riyadh, Saudi Arabia",Riyadh,Saudi Arabia
2017-03-09,Suicide bombings,30.0,26.0,"Tikrit, Iraq",Tikrit,Iraq
2017-03-09,Roadside Bombing,1.0,2.0,"Arish, Egypt",Arish,Egypt
2017-03-10,Roadside Bomb,2.0,4.0,"Arish, Egypt",Arish,Egypt
2017-03-11,Shooting,8.0,1.0,"Zabul Province, Afghanistan",Zabul,Afghanistan
2017-03-11,"Car bombing, suicide bombing",74.0,120.0,"Damascus, Syria",Damascus,Syria
2017-03-11,Ambush,12.0,3.0,"Chhattisgarh, India",Chhattisgarh,India
2017-03-11,Assassination,1.0,0.0,"Man, Ivory Coast",Man,Ivory Coast
2017-03-12,Shooting,1.0,3.0,"Kebili, Tunisia",Kebili,Tunisia
2017-03-12,Shooting,0.0,0.0,"Acobamba District, Peru",Acobamba,Peru
2017-03-13,Bombings,13.0,16.0,"Mogadishu, Somalia",Mogadishu,Somalia
2017-03-13,Bombings,1.0,22.0,"Kabul, Afghanistan",Kabul,Afghanistan
2017-03-13,Shooting,4.0,1.0,Mali,Unknown,Mali
2017-03-13,Executions,3.0,0.0,Nigeria,Unknown,Nigeria
2017-03-14,Bombing,1.0,2.0,"Homs, Syria",Homs,Syria
2017-03-14,Shooting,2.0,0.0,"Dinajpur, Bangladesh",Dinajpur,Bangladesh
2017-03-15,Suicide bombings,40.0,30.0,"Damascus, Syria",Damascus,Syria
2017-03-15,Ambush,5.0,,"Magumeri, Nigeria",Magumeri,Nigeria
2017-03-15,Suicide bombings,6.0,16.0,"Maiduguri, Nigeria",Maiduguri,Nigeria
2017-03-15,Bombing,2.0,3.0,"Diyarbakır, Turkey",Diyarbakır,Turkey
2017-03-16,Execution,1.0,0.0,Philippines,Unknown,Philippines
2017-03-16,"Shooting, arson",3.0,,"Borno State, Nigeria",Borno State,Nigeria
2017-03-16,Bombing,0.0,1.0,"Paris, France",Paris,France
2017-03-16,Assassination,1.0,0.0,"Coimbatore, India",Coimbatore,India
2017-03-17,Suicide bombing,0.0,2.0,"Dhaka, Bangladesh",Dhaka,Bangladesh
2017-03-17,Ambush,1.0,1.0,"Borno State, Nigeria",Borno State,Nigeria
2017-03-17,Shooting,3.0,7.0,"Khyber Pakhtunkhwa and Shabqadar, Pakistan",Khyber Pakhtunkhwa,Pakistan
2017-03-18,"Assault, shooting",0.0,4.0,"Stains and Orly, France",Stains,France
2017-03-18,Shooting,3.0,1.0,"Ayacucho, Peru",Ayacucho,Peru
2017-03-19,Suicide bombings,4.0,8.0,"Maiduguri, Nigeria",Maiduguri,Nigeria
2017-03-20,Shooting,1.0,13.0,"Magumeri, Nigeria",Magumeri,Nigeria
2017-03-20,Car bombing,23.0,45.0,"Baghdad, Iraq",Baghdad,Iraq
2017-03-20,Shooting,2.0,,"Far North Region, Cameroon",Unknown,Cameroon
2017-03-21,Attempted Suicide Bombing,0.0,0.0,"Kolofata, Cameroon",Kolofata,Cameroon
2017-03-21,Suicide car bombing,7.0,14.0,"Helmand Province, Afghanistan",Helmand,Afghanistan
2017-03-21,Car bombing,4.0,,"Mogadishu, Somalia",Mogadishu,Somalia
2017-03-21,Shooting,1.0,9.0,"Sultan Kudarat, Philippines",Sultan Kudarat,Philippines
2017-03-22,Shooting,1.0,4.0,"Hakkari, Turkey",Hakkari,Turkey
2017-03-22,Shooting,0.0,,"Donetsk, Ukraine",Donetsk,Ukraine
2017-03-22,Sucide bombings,8.0,20.0,"Maiduguri, Nigeria",Maiduguri,Nigeria
2017-03-22,"Vehicle attack, stabbing",5.0,49.0,"London, United Kingdom",London,United Kingdom
2017-03-22,"Roadside Bombing, Shooting",3.0,,"Orakzai, Pakistan",Orakzai,Pakistan
2017-03-23,Bombings,10.0,,"Sinai, Egypt",Sinai,Egypt
2017-03-23,"Shooting, assassination",1.0,1.0,"Kiev, Ukraine",Kiev,Ukraine
2017-03-24,Car bombing,1.0,2.0,"Mogadishu, Somalia",Mogadishu,Somalia
2017-03-24,Attack,6.0,3.0,"Naurskaya, Russia",Naurskaya,Russia
2017-03-24,Suicide bombing,0.0,0.0,"Dhaka, Bangladesh",Dhaka,Bangladesh
2017-03-24,Shooting,0.0,2.0,"Arauca, Colombia",Arauca,Colombia
2017-03-25,Roadside Bombing,3.0,6.0,"Arish, Egypt",Arish,Egypt
2017-03-25,"Shooting, Assassination",40.0,2.0,"Tshikapa, Democratic Republic of the Congo",Tshikapa,Congo
2017-03-25,"Suicide bombing, bombings, shooting",7.0,40.0,"South Surma Upazila, Bangladesh",South Surma Upazila,Bangladesh
2017-03-25,Stabbing,1.0,0.0,"New York City, United States",New York City,United States
2017-03-25,Shooting,1.0,0.0,"Fortul, Arauca District, Colombia",Fortul,Colombia
2017-03-25,Grenade attack,0.0,12.0,"Lyari, Pakistan",Lyari,Pakistan
2017-03-26,Grenade attack,4.0,23.0,"Sulu, Philippines",Sulu,Philippines
2017-03-26,Shooting,5.0,2.0,"Chocó, Colombia",Chocó,Colombia
2017-03-26,"Shooting, Ambush",6.0,,"Juba, South Sudan",Juba,South Sudan
2017-03-27,"Suicide Car Bombing, Shooting",10.0,,"Lahj Governorate, Yemen",Lahj Governorate,Yemen
2017-03-27,Roadside Bombing,0.0,2.0,"Zamboanga, Philippines",Zamboanga,Philippines
2017-03-28,Executions,2.0,0.0,"Sinai, Egypt",Sinai,Egypt
2017-03-28,Shooting,3.0,,"Boulikessi, Mali",Boulikessi,Mali
2017-03-28,Roadside bombing,1.0,1.0,"Qandala, Somalia",Qandala,Somalia
2017-03-28,Shooting,3.0,,"Chadoora, India",Chadoora,India
2017-03-28,Roadside Bombing,0.0,1.0,"Maguindanao, Philippines",Maguindanao,Philippines
2017-03-28,Shooting,2.0,3.0,"Arauca, Colombia",Arauca,Colombia
2017-03-29,Assassination,3.0,0.0,"Kasai province, Democratic Republic of the Congo",Kasai,Congo
2017-03-29,Bombing,0.0,0.0,"Lutsk, Ukraine",Lutsk,Ukraine
2017-03-29,Suicide truck bombing,17.0,60.0,"Baghdad, Iraq",Baghdad,Iraq
2017-03-29,Bombing,5.0,6.0,"Homs, Syria",Homs,Syria
2017-03-30,Stabbing,0.0,3.0,"Brussels, Belgium",Brussels,Belgium
2017-03-30,Assassination,1.0,0.0,"Nankana, Pakistan",Nankana,Pakistan
2017-03-30,Shooting,3.0,3.0,"Kubuwa village, Nigeria",Kubuwa Village,Nigeria
2017-03-30,"Shooting, suicide bombing",12.0,23.0,"Damboa, Nigeria",Damboa,Nigeria
2017-03-31,Shooting,2.0,3.0,"Yala and Narathiwat, Thailand",Yala,Thailand
2017-03-31,Car bombing,24.0,70.0,"Parachinar, Pakistan",Parachinar,Pakistan
2017-03-31,Bombing,0.0,1.0,"North Cotabato, Philippines",Cotabato,Philippines
2017-03-31,Car bombing,1.0,0.0,"Mariupol, Ukraine",Mariupol,Ukraine
2017-03-31,Shooting,1.0,11.0,"Diffa, Niger",Diffa,Niger
2017-04-01,Stabbing,0.0,3.0,"East Jerusalem, Israel",Jerusalem,Israel
2017-04-01,Bombing,1.0,15.0,"Tanta, Egypt",Tanta,Egypt
2017-04-01,Attack,10.0,,"Cross River State, Nigeria",Cross River State,Nigeria
2017-04-02,Bombing,1.0,1.0,"South Waziristan Agency, Pakistan",South Waziristan Agency,Pakistan
2017-04-02,Grenade attack,1.0,14.0,"Nowhatta, India",Nowhatta,India
2017-04-02,Roadside bombing,0.0,6.0,"Kirkuk, Iraq",Kirkuk,Iraq
2017-04-03,Attack,0.0,12.0,"Yala Province, Thailand",Yala,Thailand
2017-04-03,Bombing,0.0,1.0,"Arish, Egypt",Arish,Egypt
2017-04-03,Shooting,2.0,0.0,"Astrakhan, Russia",Astrakhan,Russia
2017-04-03,Suicide bombing,15.0,64.0,"St Petersburg, Russia",St Petersburg,Russia
2017-04-03,Suicide car bombing,3.0,7.0,"Fallujah, Iraq",Fallujah,Iraq
2017-04-04,Bombing,3.0,5.0,"Sirnak, Turkey",Sirnak,Turkey
2017-04-04,Shooting,1.0,4.0,"Bingol, Turkey",Bingol,Turkey
2017-04-05,Suicide bombing,8.0,19.0,"Lahore, Pakistan",Lahore,Pakistan
2017-04-05,"Shooting, Suicide bombings",35.0,40.0,"Tikrit, Iraq",Tikrit,Iraq
2017-04-05,Bombing,0.0,0.0,"Bastia, France",Bastia,France
2017-04-05,Shooting,4.0,0.0,"Kharan District, Pakistan",Kharan,Pakistan
2017-04-05,Car bombing,7.0,,"Mogadishu, Somalia",Mogadishu,Somalia
2017-04-05,Shooting,1.0,1.0,"Karachi, Pakistan",Karachi,Pakistan
2017-04-05,Bombings,7.0,12.0,"Baghdad, Iraq",Baghdad,Iraq
2017-04-05,Bombings,2.0,4.0,"Baquba, Iraq",Baquba,Iraq
2017-04-05,Bombing,3.0,4.0,"Baghdad, Iraq",Baghdad,Iraq
2017-04-06,Shooting,1.0,7.0,"Uttar Pradesh, India",Uttar Pradesh,India
2017-04-06,Shooting,1.0,,"Sahel region, Mali",Sahel,Mali
2017-04-06,Vehicular attack,1.0,3.0,"Highway 55, Israel",Highway,Israel
2017-04-06,Bombing,1.0,8.0,"Baghdad, Iraq",Baghdad,Iraq
2017-04-06,Bombing,19.0,,"Lower Shebelle, Somalia",Lower Shebelle,Somalia
2017-04-07,Mortar attack,3.0,0.0,"Wadajir District, Somalia",Wadajir,Somalia
2017-04-07,Shooting,7.0,1.0,"Maiduguri, Nigeria",Maiduguri,Nigeria
2017-04-07,Vehicular attack,5.0,14.0,"Stockholm, Sweden",Stockholm,Sweden
2017-04-07,Stabbing,1.0,1.0,"Queanbeyan, Australia",Queanbeyan,Australia
2017-04-07,Assassination,1.0,0.0,"Lahore, Pakistan",Lahore,Pakistan
2017-04-07,Bombing,1.0,3.0,"Baghdad, Iraq",Baghdad,Iraq
2017-04-07,"Shooting, Mortar attack",0.0,2.0,"Donetsk, Ukraine",Donetsk,Ukraine
2017-04-08,Shooting,2.0,0.0,"Malgobek, Russia",Malgobek,Russia
2017-04-08,Bombing,1.0,25.0,"Chasia, Syria",Chasia,Syria
2017-04-08,Attempted shooting,0.0,0.0,"East Java, Indonesia",Java,Indonesia
2017-04-08,Roadside bombing,9.0,,"Balkh province, Afghanistan",Balkh,Afghanistan
2017-04-08,Roadside bombing,1.0,4.0,"Guaviare, Colombia",Guaviare,Colombia
2017-04-08,Shooting,0.0,0.0,"Las Mercedes, Sardinata, Colombia",Las Mercedes,Colombia
2017-04-09,Suicide bombing,30.0,70.0,"Tanta, Egypt",Tanta,Egypt
2017-04-09,Suicide bombing,17.0,66.0,"Alexandria, Egypt",Alexandria,Egypt
2017-04-09,Roadside bombing,1.0,16.0,"Nangarhar, Afghanistan",Nangarhar,Afghanistan
2017-04-09,Shooting,5.0,1.0,"Gargando, Mali",Gargando,Mali
2017-04-09,Car bombing,15.0,,"Mogadishu, Somalia",Mogadishu,Somalia
2017-04-10,Bombings,10.0,,"Mogadishu, Somalia",Mogadishu,Somalia
2017-04-10,Shooting,10.0,,"Wau, South Sudan",Wau,South Sudan
2017-04-10,Executions,12.0,0.0,"Kirkuk, Iraq",Kirkuk,Iraq
2017-04-10,Shooting,2.0,0.0,"Kabul, Afghanistan",Kabul,Afghanistan
2017-04-10,Shooting,1.0,2.0,"Moscow Oblast, Russia",Moscow Oblast,Russia
2017-04-10,Bombing,1.0,4.0,"Taji, Iraq",Taji,Iraq
2017-04-10,Shelling,0.0,1.0,"Marinka, Ukraine",Marinka,Ukraine
2017-04-11,melee attack,0.0,2.0,"Central Java, Indonesia",Central Java,Indonesia
2017-04-11,Shooting,2.0,1.0,"Zabul Province, Afghanistan",Zabul,Afghanistan
2017-04-11,Mortar attack,2.0,1.0,"Homs Governate, Syria",Homs Governate,Syria
2017-04-11,Shooting,6.0,0.0,"Inabanga, Bohol, Philippines",Inabanga,Philippines
2017-04-11,Bombing,3.0,10.0,"Diyarbakır, Turkey",Diyarbakır,Turkey
2017-04-11,Shelling,7.0,13.0,"Mosul, Iraq",Mosul,Iraq
2017-04-12,Bombing,2.0,2.0,"Zabul province, Afghanistan",Zabul,Afghanistan
2017-04-12,Suicide bombing,5.0,10.0,"Kabul, Afghanistan",Kabul,Afghanistan
2017-04-12,Bombing,1.0,4.0,Iraq,Unknown,Iraq
2017-04-13,Shooting,2.0,0.0,"Diyala, Iraq",Diyala,Iraq
2017-04-13,Bombing,1.0,4.0,"Yusufiyah, Iraq",Yusufiyah,Iraq
2017-04-14,Stabbing,1.0,2.0,"Jerusalem, Israel",Jerusalem,Israel
2017-04-14,Bombing,2.0,0.0,"Van, Turkey",Van,Turkey
2017-04-14,Shooting,1.0,1.0,"Cauca, Colombia",Cauca,Colombia
2017-04-15,Suicide car bombing,126.0,100.0,"Aleppo, Syria",Aleppo,Syria
2017-04-15,Bombing,1.0,1.0,"Abu Sayda, Iraq",Abu Sayda,Iraq
2017-04-15,Shooting,1.0,1.0,"Pulwama, India",Pulwama,India
2017-04-16,Execution,1.0,0.0,Philippines,Unknown,Philippines
2017-04-16,Shooting,1.0,0.0,Muradiye Turkey,Muradiye,Turkey
2017-04-16,Shooting,2.0,,"Muradiye, Turkey",Muradiye,Turkey
2017-04-18,Shooting,4.0,16.0,"Gourma-Rharous, Mali",Gourma-Rharous,Mali
2017-04-18,Landmine,0.0,3.0,"Tessalit, Mali",Tessalit,Mali
2017-04-18,Suicide Car Bombing,16.0,,"Mosul, Iraq",Mosul,Iraq
2017-04-18,Suicide bombing,1.0,4.0,"South Sinai Governorate, Egypt",South Sinai Governorate,Egypt
2017-04-19,Bombing,0.0,0.0,"Athens, Greece",Athens,Greece
2017-04-20,Shooting,1.0,3.0,"Paris, France",Paris,France
2017-04-21,Shooting,256.0,160.0,"Balkh Province, Afghanistan",Balkh,Afghanistan
2017-04-21,Shooting,2.0,1.0,"Khabarovsk, Russia",Khabarovsk,Russia
2017-04-21,Shooting,3.0,,"Sirnak, Turkey",Sirnak,Turkey
2017-04-23,Stabbing,0.0,4.0,"Tel Aviv, Israel",Tel Aviv,Israel
2017-04-23,Roadside bombing,8.0,3.0,"Galgala, Somalia",Galgala,Somalia
2017-04-23,Ambush,10.0,20.0,"Ar-Rutbah, Iraq",Ar-Rutbah,Iraq
2017-04-24,Stabbing,0.0,1.0,"Kalandia, West Bank",Kalandia,Palestine
2017-04-24,Ambush,25.0,7.0,"Sukma, India",Sukma,India
2017-04-24,Suicide bombing,4.0,6.0,"Khost, Afghanistan",Khost,Afghanistan
2017-04-26,Bombings,7.0,1.0,"Maiduguri, Nigeria",Maiduguri,Nigeria
2017-04-25,Landmine,14.0,9.0,"Parachinar, Pakistan",Parachinar,Pakistan
2017-04-25,Bombings,5.0,5.0,Southern Turkey,Unknown,Turkey
2017-04-25,Suicide bombings,4.0,13.0,"Borno, Nigeria",Borno,Nigeria
2017-04-26,Suicide bombings,2.0,11.0,"Maiduguri, Nigeria",Maiduguri,Nigeria
2017-04-26,Shooting,9.0,2.0,"Mirjaveh County, Iran",Mirjaveh County,Iran
2017-04-27,Suicide bombing,4.0,1.0,"Rafah, Egypt",Rafah,Egypt
2017-04-27,Bombing,0.0,0.0,"Norte de Santander Department, Colombia",Norte De Santander Department,Colombia
2017-04-27,Shooting,1.0,0.0,Concepción Paraguay,Concepción,Paraguay
2017-04-28,Suicide bombing,5.0,40.0,"Kano, Nigeria",Kano,Nigeria
2017-04-28,Suicide car bombing,4.0,6.0,"Baghdad, Iraq",Baghdad,Iraq
2017-04-29,Arson,1.0,0.0,"Davao City, Philippines",Davao City,Philippines
2017-05-01,Shooting,7.0,0.0,"Kulgam district, India",Kulgam,India
2017-05-01,"Execution, Kidnapping",1.0,4.0,"Rafah, Egypt",Rafah,Egypt
2017-05-01,Shooting,3.0,5.0,"Cairo, Egypt",Cairo,Egypt
2017-05-01,Shooting,2.0,1.0,"Téra Department, Niger",Téra Department,Niger
2017-05-01,Car bombing,1.0,4.0,"Cesar Department, Colombia",Cesar Department,Colombia
2017-05-01,Shooting,1.0,,"Cauca, Colombia",Cauca,Colombia
2017-05-02,Ambush,9.0,5.0,"Diabaly, Mali",Diabaly,Mali
2017-05-02,Shooting,37.0,100.0,"Hasakah, Syria",Hasakah,Syria
2017-05-02,Shooting,1.0,0.0,"El Arish, Egypt",El Arish,Egypt
2017-05-02,"Bombing, Shooting",1.0,3.0,"Tibú, Colombia",Tibú,Colombia
2017-05-02,Shooting,2.0,0.0,"Kirkuk, Iraq",Kirkuk,Iraq
2017-05-02,Shooting,10.0,6.0,"Al Anbar Governorate, Iraq",Al Anbar Governorate,Iraq
2017-05-03,Suicide car bombing,8.0,28.0,"Kabul, Afghanistan",Kabul,Afghanistan
2017-05-03,Suicide bombing,2.0,3.0,"Samarra, Iraq",Samarra,Iraq
2017-05-03,Bombing,1.0,2.0,"Baghdad, Iraq",Baghdad,Iraq
2017-05-03,Shelling,1.0,9.0,"Timbuktu, Mali",Timbuktu,Mali
2017-05-03,Car bombing,4.0,4.0,"Azaz, Syria",Azaz,Syria
2017-05-03,Attempted shooting,0.0,0.0,"Tibú, Colombia",Tibú,Colombia
2017-05-05,Suicide bombing,5.0,6.0,"Maiduguri, Nigeria",Maiduguri,Nigeria
2017-05-05,Bombing,1.0,2.0,"Kirkuk, Iraq",Kirkuk,Iraq
2017-05-05,Suicide car bombing,5.0,8.0,"Haditha, Iraq",Haditha,Iraq
2017-05-05,Shooting,1.0,2.0,"Middle Shebelle, Somalia",Middle Shebelle,Somalia
2017-05-05,Shooting,9.0,0.0,"Lake Chad, Chad",Lake Chad,Chad
2017-05-06,Bombing,2.0,3.0,"Baghdad, Iraq",Baghdad,Iraq
2017-05-06,Execution,3.0,0.0,"Rafah, Egypt",Rafah,Egypt
2017-05-06,Bombing,0.0,1.0,"Narathiwat, Thailand",Narathiwat,Thailand
2017-05-07,Suicide bombing,2.0,8.0,"Kirkuk, Iraq",Kirkuk,Iraq
2017-05-07,Assassination,1.0,0.0,"Arish, Egypt",Arish,Egypt
2017-05-07,"Suicide car bombing, Shooting",7.0,33.0,"Gao Region, Mali",Gao,Mali
2017-05-07,Shooting,2.0,3.0,"Misrata, Libya",Misrata,Libya
2017-05-07,"Shooting, Kidnapping",1.0,2.0,"Occidental Mindoro, and Bukidnon, Philippines",Occidental Mindoro,Philippines
2017-05-08,Bombing,2.0,0.0,"Ramadi, Iraq",Ramadi,Iraq
2017-05-08,Shooting,1.0,0.0,"Baqubah, Iraq",Baqubah,Iraq
2017-05-08,Suicide car bombing,8.0,10.0,"Mogadishu, Somalia",Mogadishu,Somalia
2017-05-08,Ambush,4.0,6.0,"Republic of Logone, Central African Republic",Republic Of Logone,Central African Republic
2017-05-08,Shooting,3.0,0.0,"Kitshanga, Democratic Republic of Congo",Kitshanga,Congo
2017-05-08,Bombing,0.0,4.0,"Peshawar, Pakistan",Peshawar,Pakistan
